epoch,acc,loss
0,0.9336833333333333,0.21605459790751338
1,0.9673,0.10494791421350091
2,0.9750666666666666,0.0791086330967024
3,0.9792,0.06788746395645819
4,0.9813333333333333,0.05682391687344352
